idx,kind,claim_id,vid,p_entail,p_neutral,p_contra,S_x
87,polarity,-1,785,0.99310714,0.0056183264,0.0012746039,0.99183255
87,vocab,-1,786,0.14463975,0.04576361,0.80959666,-0.6649569
87,cat,-1,787,0.99301904,0.006098095,0.00088281394,0.99213624
87,shuffle,-1,788,0.9938228,0.004053602,0.0021236185,0.9916992
87,unrelated,103,789,0.78895795,0.20252225,0.0085197985,0.7804382
87,unrelated_token,103,790,0.8586728,0.13290909,0.008418133,0.85025465
88,orig,-1,791,0.9719179,0.009426542,0.0186556,0.9532623
88,paraphrase,-1,792,0.9857721,0.005522634,0.008705309,0.97706676
88,translate,-1,793,0.96333736,0.013984952,0.02267766,0.9406597
88,polarity,-1,794,0.99716383,0.0019919116,0.0008442525,0.9963196
88,vocab,-1,795,0.56836575,0.023253974,0.4083803,0.15998545
88,cat,-1,796,0.9676301,0.010378056,0.021991812,0.9456383
88,shuffle,-1,797,0.99058175,0.0054210234,0.0039972123,0.98658454
88,unrelated,157,798,0.9392464,0.048743986,0.012009558,0.92723686
88,unrelated_token,157,799,0.919598,0.06440847,0.015993442,0.90360457
89,orig,-1,800,0.5552525,0.4238601,0.020887472,0.534365
89,paraphrase,-1,801,0.41976544,0.5488156,0.031418942,0.3883465
89,translate,-1,802,0.6810175,0.29247323,0.026509264,0.65450823
89,polarity,-1,803,0.79874045,0.19469126,0.0065682987,0.79217213
89,vocab,-1,804,0.701671,0.26535073,0.03297822,0.66869277
89,cat,-1,805,0.2915687,0.6734635,0.034967747,0.25660095
89,shuffle,-1,806,0.9208185,0.059559856,0.019621585,0.9011969
89,unrelated,189,807,0.29472724,0.67694724,0.028325576,0.26640165
89,unrelated_token,189,808,0.37316385,0.59952563,0.02731051,0.34585333
90,orig,-1,809,0.5297567,0.4022313,0.068011954,0.4617448
90,paraphrase,-1,810,0.36201668,0.5986158,0.039367486,0.32264918
90,translate,-1,811,0.23740904,0.63340354,0.12918739,0.10822165
90,polarity,-1,812,0.79263705,0.17150155,0.035861433,0.7567756
90,vocab,-1,813,0.48924446,0.40658933,0.10416615,0.3850783
90,cat,-1,814,0.44986895,0.4675613,0.08256978,0.36729917
90,shuffle,-1,815,0.51462984,0.43782824,0.047541924,0.46708792
90,unrelated,63,816,0.0029403337,0.0059396382,0.99112004,-0.9881797
90,unrelated_token,63,817,0.0025388598,0.0047247233,0.99273646,-0.9901976
91,orig,-1,818,0.9933931,0.0037363854,0.0028703867,0.99052274
91,paraphrase,-1,819,0.942457,0.029277246,0.02826585,0.9141912
91,translate,-1,820,0.9441712,0.042800833,0.013028046,0.93114316
91,polarity,-1,821,0.994429,0.0033266752,0.0022443563,0.99218464
91,vocab,-1,822,0.69649696,0.020991348,0.28251165,0.4139853
91,cat,-1,823,0.99063885,0.0046371142,0.0047239573,0.9859149
91,shuffle,-1,824,0.9930703,0.003960568,0.0029692266,0.9901011
91,unrelated,89,825,0.6164255,0.35780647,0.025767984,0.59065753
91,unrelated_token,89,826,0.4144831,0.5309091,0.054607805,0.3598753
92,orig,-1,827,0.40597162,0.23027323,0.3637552,0.04221642
92,paraphrase,-1,828,0.9167992,0.06020431,0.02299649,0.8938027
92,translate,-1,829,0.6692626,0.21746348,0.113273956,0.5559886
92,polarity,-1,830,0.6885011,0.14049353,0.17100532,0.5174958
92,vocab,-1,831,0.45711327,0.3540932,0.18879351,0.26831976
92,cat,-1,832,0.63784236,0.19086152,0.17129615,0.4665462
92,shuffle,-1,833,0.87334335,0.08405813,0.042598583,0.83074474
92,unrelated,146,834,0.5625623,0.35968775,0.07774995,0.48481232
92,unrelated_token,146,835,0.54790735,0.3770308,0.0750619,0.47284544
93,orig,-1,836,0.7362761,0.24500127,0.018722579,0.7175535
93,paraphrase,-1,837,0.49053693,0.46738845,0.04207467,0.44846225
93,translate,-1,838,0.45474163,0.50631106,0.038947318,0.4157943
93,polarity,-1,839,0.9265146,0.055154633,0.01833072,0.90818393
93,vocab,-1,840,0.24129851,0.5471037,0.21159777,0.029700741
93,cat,-1,841,0.67909306,0.29164678,0.029260164,0.6498329
93,shuffle,-1,842,0.6933443,0.29530567,0.011350049,0.68199426
93,unrelated,98,843,0.27979434,0.7027163,0.01748938,0.26230496
93,unrelated_token,98,844,0.107527606,0.8700651,0.022407334,0.085120276
94,orig,-1,845,0.765849,0.18398194,0.050169088,0.7156799
94,paraphrase,-1,846,0.7748012,0.13629389,0.08890491,0.6858963
94,translate,-1,847,0.727198,0.19822328,0.07457871,0.6526193
94,polarity,-1,848,0.9870166,0.00824437,0.0047389693,0.98227763
94,vocab,-1,849,0.45608386,0.105304524,0.43861157,0.017472297
94,cat,-1,850,0.80314136,0.14645943,0.050399233,0.7527421
94,shuffle,-1,851,0.8765637,0.09393574,0.02950052,0.8470632
94,unrelated,15,852,0.99191344,0.0026741198,0.005412431,0.986501
94,unrelated_token,15,853,0.99553704,0.0021650055,0.0022978946,0.99323916
95,orig,-1,854,0.9653679,0.011162371,0.023469752,0.94189817
95,paraphrase,-1,855,0.9612327,0.021298707,0.017468583,0.94376415
95,translate,-1,856,0.9433829,0.03215494,0.024462188,0.91892076
95,polarity,-1,857,0.9844462,0.008182848,0.0073709604,0.9770753
95,vocab,-1,858,0.8528691,0.01408472,0.13304614,0.71982294
95,cat,-1,859,0.962909,0.011840448,0.025250493,0.9376585
95,shuffle,-1,860,0.96971893,0.0096376585,0.020643426,0.9490755
95,unrelated,200,861,0.057329647,0.032206155,0.91046417,-0.8531345
95,unrelated_token,200,862,0.054495554,0.029614253,0.9158902,-0.86139464
96,orig,-1,863,0.9867622,0.0044724876,0.008765262,0.97799695
96,paraphrase,-1,864,0.967159,0.0057509374,0.02709008,0.9400689
96,translate,-1,865,0.9728881,0.010903221,0.01620861,0.9566795
96,polarity,-1,866,0.9955422,0.0024749427,0.0019828547,0.99355936
96,vocab,-1,867,0.9837933,0.0035411895,0.012665438,0.97112787
96,cat,-1,868,0.9894036,0.0035963333,0.0070001427,0.98240346
96,shuffle,-1,869,0.97613823,0.012408353,0.011453458,0.9646848
96,unrelated,43,870,0.98113567,0.01446057,0.0044037695,0.9767319
96,unrelated_token,43,871,0.96903956,0.02422392,0.006736601,0.962303
97,orig,-1,872,0.35286883,0.62752277,0.01960843,0.3332604
97,paraphrase,-1,873,0.2662026,0.6466271,0.08717029,0.17903231
97,translate,-1,874,0.37196967,0.5577114,0.070318915,0.30165076
97,polarity,-1,875,0.35707316,0.4693065,0.1736204,0.18345276
97,vocab,-1,876,0.06490727,0.8722745,0.06281819,0.0020890757
97,cat,-1,877,0.3238215,0.64904684,0.02713163,0.2966899
97,shuffle,-1,878,0.7013878,0.22875726,0.0698549,0.6315329
97,unrelated,60,879,0.35749406,0.63296044,0.00954552,0.34794855
97,unrelated_token,60,880,0.25137144,0.7309277,0.017700829,0.23367062
98,orig,-1,881,0.78776616,0.1960905,0.016143313,0.77162284
98,paraphrase,-1,882,0.23217855,0.73319304,0.034628414,0.19755015
98,translate,-1,883,0.3257871,0.5566233,0.11758966,0.20819744
98,polarity,-1,884,0.96862596,0.030215325,0.0011587745,0.9674672
98,vocab,-1,885,0.7188191,0.09143223,0.1897487,0.5290704
98,cat,-1,886,0.6258448,0.33993378,0.03422144,0.5916233
98,shuffle,-1,887,0.950828,0.03601357,0.013158392,0.93766963
98,unrelated,116,888,0.97874624,0.008304032,0.012949759,0.9657965
98,unrelated_token,116,889,0.9767878,0.009128651,0.014083609,0.9627042
99,orig,-1,890,0.88852394,0.09695923,0.014516761,0.87400717
99,paraphrase,-1,891,0.8742198,0.10783026,0.01794999,0.8562698
99,translate,-1,892,0.5815686,0.37129557,0.047135834,0.53443277
99,polarity,-1,893,0.9670488,0.028221082,0.0047300537,0.9623188
99,vocab,-1,894,0.77844554,0.17968959,0.041864887,0.73658067
99,cat,-1,895,0.8702627,0.1159159,0.013821384,0.8564413
99,shuffle,-1,896,0.8423668,0.11690505,0.04072812,0.8016387
99,unrelated,255,897,0.47903275,0.4135574,0.10740984,0.37162292
99,unrelated_token,255,898,0.50058186,0.35753143,0.14188671,0.35869515
100,orig,-1,899,0.8947627,0.08080328,0.024433928,0.8703288
100,paraphrase,-1,900,0.8665526,0.080483966,0.052963387,0.8135892
100,translate,-1,901,0.5057443,0.15081745,0.34343824,0.16230604
100,polarity,-1,902,0.88440734,0.105215594,0.01037714,0.8740302
100,vocab,-1,903,0.89117455,0.016611885,0.0922136,0.7989609
100,cat,-1,904,0.88961977,0.08317286,0.027207414,0.86241233
100,shuffle,-1,905,0.74673766,0.19717859,0.056083784,0.69065386
100,unrelated,203,906,0.6088873,0.3460031,0.045109563,0.56377774
100,unrelated_token,203,907,0.87042725,0.08870292,0.04086976,0.8295575
101,orig,-1,908,0.03439775,0.04132985,0.92427236,-0.8898746
101,paraphrase,-1,909,0.13935098,0.06128056,0.7993685,-0.6600175
101,translate,-1,910,0.023471938,0.040774282,0.9357538,-0.9122819
101,polarity,-1,911,0.18475363,0.14224467,0.6730017,-0.48824808
101,vocab,-1,912,0.5841784,0.012159808,0.40366185,0.18051654
101,cat,-1,913,0.06367603,0.06414411,0.8721798,-0.80850375
101,shuffle,-1,914,0.050141115,0.049291488,0.9005673,-0.8504262
101,unrelated,13,915,0.84140825,0.12044935,0.038142417,0.8032658
101,unrelated_token,13,916,0.87251925,0.105913214,0.02156754,0.85095173
102,orig,-1,917,0.42777953,0.5511604,0.02106004,0.40671948
102,paraphrase,-1,918,0.74933517,0.22163829,0.02902652,0.72030866
102,translate,-1,919,0.28987083,0.692653,0.017476229,0.2723946
102,polarity,-1,920,0.6028778,0.382278,0.0148442555,0.58803356
102,vocab,-1,921,0.53534585,0.42349344,0.04116067,0.49418518
102,cat,-1,922,0.5177111,0.45620972,0.02607915,0.49163195
102,shuffle,-1,923,0.9447438,0.028612493,0.026643747,0.91810006
102,unrelated,141,924,0.28889632,0.6695756,0.041528113,0.24736822
102,unrelated_token,141,925,0.31415644,0.6364754,0.049368132,0.2647883
103,orig,-1,926,0.74819696,0.2358909,0.015912108,0.73228484
103,paraphrase,-1,927,0.31098777,0.6453121,0.043700136,0.26728764
103,translate,-1,928,0.4990466,0.45505318,0.04590018,0.4531464
103,polarity,-1,929,0.9444013,0.049655873,0.005942868,0.93845844
103,vocab,-1,930,0.2091728,0.08690929,0.7039179,-0.49474514
103,cat,-1,931,0.7458482,0.23769,0.01646185,0.7293863
103,shuffle,-1,932,0.6625883,0.32166082,0.015750878,0.6468374
103,unrelated,192,933,0.2922692,0.30422738,0.40350345,-0.11123425
103,unrelated_token,192,934,0.23141381,0.36683086,0.4017553,-0.17034149
104,orig,-1,935,0.9913653,0.004462739,0.0041719354,0.9871934
104,paraphrase,-1,936,0.9228631,0.05684746,0.02028939,0.90257376
104,translate,-1,937,0.9487186,0.03291025,0.018371055,0.93034756
104,polarity,-1,938,0.9756824,0.013541965,0.01077553,0.9649069
104,vocab,-1,939,0.98135847,0.0040499456,0.0145915365,0.96676695
104,cat,-1,940,0.98961747,0.004945561,0.0054369424,0.9841805
104,shuffle,-1,941,0.99080515,0.0046288427,0.0045659887,0.98623914
104,unrelated,221,942,0.030809326,0.92805487,0.041135848,-0.0103265215
104,unrelated_token,221,943,0.02010941,0.9511133,0.028777285,-0.008667875
105,orig,-1,944,0.80285686,0.14995271,0.047190476,0.7556664
105,paraphrase,-1,945,0.8013635,0.1458323,0.052804064,0.7485595
105,translate,-1,946,0.7327515,0.20252988,0.064718604,0.6680329
105,polarity,-1,947,0.8820171,0.05932274,0.058660243,0.8233568
105,vocab,-1,948,0.8275048,0.056865025,0.11563021,0.7118746
105,cat,-1,949,0.8321799,0.1197114,0.048108686,0.7840712
105,shuffle,-1,950,0.85712755,0.102744855,0.040127557,0.817
105,unrelated,51,951,0.672965,0.098572746,0.22846225,0.44450274
105,unrelated_token,51,952,0.671875,0.101586655,0.22653832,0.4453367
106,orig,-1,953,0.33657575,0.601331,0.062093277,0.27448246
106,paraphrase,-1,954,0.22979943,0.7294102,0.04079042,0.18900901
106,translate,-1,955,0.44920075,0.50752205,0.043277208,0.40592355
106,polarity,-1,956,0.7235664,0.25989214,0.016541496,0.70702493
106,vocab,-1,957,0.51039,0.12804255,0.3615674,0.14882258
106,cat,-1,958,0.33602798,0.5888842,0.07508788,0.2609401
106,shuffle,-1,959,0.64692,0.3038723,0.049207732,0.5977123
106,unrelated,136,960,0.9155947,0.04174932,0.042655982,0.8729387
106,unrelated_token,136,961,0.90214646,0.0536778,0.044175718,0.8579707
107,orig,-1,962,0.9555503,0.03189295,0.012556723,0.9429936
107,paraphrase,-1,963,0.9827726,0.014183744,0.0030435787,0.979729
107,translate,-1,964,0.6136563,0.3682245,0.018119233,0.59553707
107,polarity,-1,965,0.88229764,0.09139543,0.026306977,0.85599065
107,vocab,-1,966,0.8012185,0.009633391,0.18914808,0.61207044
107,cat,-1,967,0.9611858,0.025577242,0.013236941,0.9479489
107,shuffle,-1,968,0.89540595,0.016723393,0.087870665,0.8075353
107,unrelated,129,969,0.059681535,0.938375,0.0019434452,0.057738088
107,unrelated_token,129,970,0.05594882,0.9420382,0.002012964,0.053935856
108,orig,-1,971,0.5168115,0.4381841,0.045004394,0.4718071
108,paraphrase,-1,972,0.60832876,0.36042288,0.031248316,0.5770804
108,translate,-1,973,0.8924978,0.087297074,0.02020516,0.87229264
108,polarity,-1,974,0.6304377,0.25133774,0.11822458,0.5122131
108,vocab,-1,975,0.80482143,0.09325587,0.10192264,0.7028988
108,cat,-1,976,0.49977317,0.45839378,0.041833006,0.45794016
108,shuffle,-1,977,0.25570405,0.7008694,0.04342657,0.21227747
108,unrelated,245,978,0.96401227,0.018485792,0.017501995,0.94651026
108,unrelated_token,245,979,0.9493523,0.026435962,0.024211666,0.9251407
109,orig,-1,980,0.72729176,0.08694748,0.18576077,0.54153097
109,paraphrase,-1,981,0.7688844,0.15747193,0.073643625,0.6952408
109,translate,-1,982,0.36729524,0.053172894,0.57953185,-0.21223661
109,polarity,-1,983,0.69225246,0.085135795,0.22261176,0.4696407
109,vocab,-1,984,0.0477145,0.01428458,0.9380009,-0.89028645
109,cat,-1,985,0.62126523,0.08815718,0.29057753,0.3306877
109,shuffle,-1,986,0.28558707,0.18083352,0.53357947,-0.2479924
109,unrelated,153,987,0.53154737,0.41316175,0.055290915,0.47625646
109,unrelated_token,153,988,0.3307692,0.6094183,0.059812564,0.27095664
110,orig,-1,989,0.82879806,0.09092323,0.08027866,0.7485194
110,paraphrase,-1,990,0.40572357,0.49071208,0.10356438,0.3021592
110,translate,-1,991,0.5117986,0.3771924,0.11100897,0.40078965
110,polarity,-1,992,0.9749841,0.014518009,0.010497858,0.96448624
110,vocab,-1,993,0.7500518,0.08156435,0.16838378,0.581668
110,cat,-1,994,0.7455276,0.18236516,0.072107255,0.67342037
110,shuffle,-1,995,0.68902004,0.26956072,0.041419297,0.64760077
110,unrelated,109,996,0.38839456,0.17331956,0.4382859,-0.049891323
110,unrelated_token,109,997,0.60231286,0.13341342,0.26427376,0.3380391
111,orig,-1,998,0.7452915,0.12036553,0.13434303,0.61094844
111,paraphrase,-1,999,0.5344092,0.2900483,0.17554241,0.3588668
111,translate,-1,1000,0.5352201,0.3183874,0.14639248,0.38882762
111,polarity,-1,1001,0.8539381,0.109124094,0.03693774,0.8170004
111,vocab,-1,1002,0.72726154,0.031797998,0.24094045,0.4863211
111,cat,-1,1003,0.8156172,0.068873085,0.11550978,0.70010746
111,shuffle,-1,1004,0.56413317,0.26490462,0.17096224,0.39317092
111,unrelated,22,1005,0.58007956,0.2281629,0.19175752,0.38832206
111,unrelated_token,22,1006,0.48572063,0.28567988,0.2285995,0.25712115
112,orig,-1,1007,0.40651566,0.5406535,0.05283083,0.35368484
112,paraphrase,-1,1008,0.549136,0.43567684,0.015187237,0.5339487
112,translate,-1,1009,0.97398937,0.014890692,0.011119987,0.9628694
112,polarity,-1,1010,0.95209694,0.041284338,0.0066188187,0.94547814
112,vocab,-1,1011,0.08973397,0.8275992,0.08266681,0.0070671663
112,cat,-1,1012,0.5189989,0.44219258,0.03880853,0.4801904
112,shuffle,-1,1013,0.9781918,0.012458767,0.009349428,0.9688424
112,unrelated,159,1014,0.8684628,0.04758073,0.08395651,0.7845063
112,unrelated_token,159,1015,0.8738337,0.043040775,0.083125465,0.79070824
113,orig,-1,1016,0.6940513,0.2579273,0.048021432,0.6460299
113,paraphrase,-1,1017,0.836729,0.08394685,0.07932419,0.7574048
113,translate,-1,1018,0.2949317,0.64458334,0.060484868,0.23444684
113,polarity,-1,1019,0.94538265,0.051133763,0.0034836275,0.941899
113,vocab,-1,1020,0.3262313,0.38919863,0.28457004,0.041661263
113,cat,-1,1021,0.7757303,0.18164481,0.042624865,0.7331054
113,shuffle,-1,1022,0.97504616,0.015561338,0.009392454,0.9656537
113,unrelated,6,1023,0.9860044,0.008406561,0.00558905,0.98041534
113,unrelated_token,6,1024,0.96322906,0.023647564,0.0131233465,0.9501057
114,orig,-1,1025,0.51533765,0.4747513,0.009911051,0.5054266
114,paraphrase,-1,1026,0.21749595,0.7718435,0.0106606055,0.20683534
114,translate,-1,1027,0.28369263,0.7062722,0.010035155,0.27365747
114,polarity,-1,1028,0.849575,0.13258484,0.017840212,0.8317348
114,vocab,-1,1029,0.5481066,0.44084632,0.011047156,0.5370594
114,cat,-1,1030,0.5403197,0.4483784,0.011301929,0.52901775
114,shuffle,-1,1031,0.98120177,0.015705524,0.0030926012,0.9781092
114,unrelated,180,1032,0.014541785,0.9818402,0.0036179696,0.010923816
114,unrelated_token,180,1033,0.008200001,0.9894043,0.0023956764,0.0058043245
115,orig,-1,1034,0.74698454,0.13418879,0.118826635,0.6281579
115,paraphrase,-1,1035,0.62724316,0.20244636,0.17031053,0.45693263
115,translate,-1,1036,0.60178196,0.28442654,0.113791496,0.48799047
115,polarity,-1,1037,0.97786635,0.01318042,0.008953223,0.96891314
115,vocab,-1,1038,0.8881071,0.020007828,0.09188499,0.79622215
115,cat,-1,1039,0.6666718,0.24428566,0.089042544,0.57762927
115,shuffle,-1,1040,0.83869857,0.0905829,0.07071848,0.7679801
115,unrelated,150,1041,0.24818426,0.6638791,0.087936565,0.1602477
115,unrelated_token,150,1042,0.13015248,0.8227899,0.047057617,0.083094865
116,orig,-1,1043,0.98619604,0.004809595,0.008994286,0.97720176
116,paraphrase,-1,1044,0.9857487,0.0040839855,0.010167361,0.97558135
116,translate,-1,1045,0.98119503,0.0064897016,0.012315289,0.96887976
116,polarity,-1,1046,0.9540787,0.009995675,0.03592557,0.9181531
116,vocab,-1,1047,0.97106665,0.01217627,0.016757147,0.9543095
116,cat,-1,1048,0.9821352,0.0056217504,0.012243111,0.9698921
116,shuffle,-1,1049,0.9865022,0.0053934283,0.008104404,0.9783978
116,unrelated,242,1050,0.9849111,0.006740785,0.00834818,0.9765629
116,unrelated_token,242,1051,0.98647887,0.00641096,0.0071101594,0.9793687
117,orig,-1,1052,0.98164636,0.010016865,0.008336775,0.9733096
117,paraphrase,-1,1053,0.98409176,0.0057778046,0.010130466,0.9739613
117,translate,-1,1054,0.9362645,0.05804731,0.005688135,0.9305764
117,polarity,-1,1055,0.9963722,0.0021269878,0.0015009135,0.9948713
117,vocab,-1,1056,0.9598759,0.025969967,0.01415414,0.94572175
117,cat,-1,1057,0.97735274,0.012693597,0.009953593,0.9673991
117,shuffle,-1,1058,0.81605387,0.098853655,0.08509243,0.73096144
117,unrelated,14,1059,0.08015132,0.9144324,0.0054162154,0.074735105
117,unrelated_token,14,1060,0.10433147,0.8562424,0.039426126,0.064905345
118,orig,-1,1061,0.99188095,0.0036800392,0.004438975,0.98744196
118,paraphrase,-1,1062,0.9927087,0.003947544,0.0033436997,0.989365
118,translate,-1,1063,0.9804323,0.00922556,0.010342233,0.97009003
118,polarity,-1,1064,0.99591994,0.0019643302,0.0021156666,0.9938043
118,vocab,-1,1065,0.9918073,0.003767029,0.00442566,0.98738164
118,cat,-1,1066,0.9768337,0.009502015,0.01366428,0.9631694
118,shuffle,-1,1067,0.9939381,0.0028579726,0.0032039047,0.99073416
118,unrelated,123,1068,0.42855486,0.47785407,0.093591005,0.33496386
118,unrelated_token,123,1069,0.46516636,0.4473461,0.08748756,0.3776788
119,orig,-1,1070,0.274272,0.631697,0.09403103,0.18024096
119,paraphrase,-1,1071,0.12979253,0.80858266,0.061624784,0.068167746
119,translate,-1,1072,0.26914018,0.6466196,0.0842402,0.18489999
119,polarity,-1,1073,0.76376957,0.2108006,0.025429817,0.7383397
119,vocab,-1,1074,0.39546785,0.3603854,0.2441468,0.15132105
119,cat,-1,1075,0.27010542,0.63386726,0.09602731,0.1740781
119,shuffle,-1,1076,0.14739098,0.6284673,0.22414166,-0.07675068
119,unrelated,219,1077,0.384158,0.60436535,0.011476618,0.37268138
119,unrelated_token,219,1078,0.3961724,0.59356475,0.010262835,0.38590956
120,orig,-1,1079,0.72979045,0.189913,0.08029652,0.64949393
120,paraphrase,-1,1080,0.944552,0.042092558,0.013355412,0.9311966
120,translate,-1,1081,0.62194586,0.3490504,0.029003698,0.5929422
120,polarity,-1,1082,0.95686156,0.034046292,0.009092125,0.9477694
120,vocab,-1,1083,0.10516209,0.27894017,0.6158978,-0.5107357
120,cat,-1,1084,0.7659794,0.16754599,0.06647456,0.69950485
120,shuffle,-1,1085,0.853688,0.104631506,0.041680545,0.8120074
120,unrelated,167,1086,0.9347803,0.061964802,0.0032548797,0.9315254
120,unrelated_token,167,1087,0.8296412,0.16464736,0.0057114772,0.8239297
121,orig,-1,1088,0.5819871,0.32682404,0.091188855,0.49079823
121,paraphrase,-1,1089,0.88351023,0.0833512,0.033138633,0.8503716
121,translate,-1,1090,0.57930744,0.3461737,0.074518844,0.5047886
121,polarity,-1,1091,0.7836124,0.1860334,0.030354293,0.75325805
121,vocab,-1,1092,0.4044766,0.31380734,0.28171602,0.122760594
121,cat,-1,1093,0.49115792,0.31131476,0.19752735,0.29363057
121,shuffle,-1,1094,0.7937734,0.16006848,0.046158057,0.74761534
121,unrelated,177,1095,0.7378122,0.07837476,0.18381299,0.55399925
121,unrelated_token,177,1096,0.82619727,0.15537056,0.018432202,0.80776507
122,orig,-1,1097,0.6658873,0.30770695,0.026405739,0.63948154
122,paraphrase,-1,1098,0.69584364,0.27895838,0.025198026,0.6706456
122,translate,-1,1099,0.4099798,0.5694786,0.02054167,0.38943812
122,polarity,-1,1100,0.896986,0.09573782,0.007276043,0.88970995
122,vocab,-1,1101,0.6260711,0.29022747,0.08370149,0.5423696
122,cat,-1,1102,0.63903123,0.32830325,0.032665532,0.6063657
122,shuffle,-1,1103,0.8113213,0.16970964,0.018968977,0.7923523
122,unrelated,174,1104,0.4848802,0.47736287,0.03775687,0.44712335
122,unrelated_token,174,1105,0.464308,0.49885997,0.036832053,0.42747593
123,orig,-1,1106,0.85336834,0.13015534,0.016476344,0.836892
123,paraphrase,-1,1107,0.8148091,0.17289092,0.012299942,0.8025091
123,translate,-1,1108,0.8014584,0.18387665,0.014664894,0.78679353
123,polarity,-1,1109,0.913091,0.08072055,0.0061885137,0.9069025
123,vocab,-1,1110,0.795666,0.12812516,0.07620876,0.7194572
123,cat,-1,1111,0.8233618,0.15717973,0.019458394,0.8039034
123,shuffle,-1,1112,0.9890652,0.008189189,0.002745715,0.9863195
123,unrelated,37,1113,0.8359159,0.14717017,0.01691393,0.819002
123,unrelated_token,37,1114,0.90777284,0.07310898,0.019118236,0.8886546
124,orig,-1,1115,0.61267745,0.36656165,0.020760933,0.5919165
124,paraphrase,-1,1116,0.87953436,0.07659062,0.043875042,0.8356593
124,translate,-1,1117,0.99209327,0.0045943037,0.0033123859,0.98878086
124,polarity,-1,1118,0.97138894,0.025585052,0.003026003,0.9683629
124,vocab,-1,1119,0.86116666,0.11208142,0.026751976,0.83441466
124,cat,-1,1120,0.422312,0.5478482,0.02983977,0.3924722
124,shuffle,-1,1121,0.5352383,0.43175933,0.033002365,0.50223595
124,unrelated,139,1122,0.043762702,0.9526296,0.003607642,0.04015506
124,unrelated_token,139,1123,0.043125663,0.9515692,0.005305051,0.03782061
125,orig,-1,1124,0.22312783,0.05339035,0.7234818,-0.50035393
125,paraphrase,-1,1125,0.055588152,0.06847482,0.8759371,-0.820349
125,translate,-1,1126,0.1276071,0.047370013,0.82502294,-0.6974158
125,polarity,-1,1127,0.8714315,0.055981435,0.07258699,0.7988445
125,vocab,-1,1128,0.21414816,0.018992817,0.76685905,-0.5527109
125,cat,-1,1129,0.21715567,0.04951531,0.73332894,-0.51617324
125,shuffle,-1,1130,0.40700644,0.008843897,0.58414966,-0.17714322
125,unrelated,19,1131,0.9813588,0.015018018,0.0036232653,0.9777356
125,unrelated_token,19,1132,0.9862299,0.01094533,0.0028247524,0.9834052
126,orig,-1,1133,0.22345214,0.35555318,0.42099464,-0.1975425
126,paraphrase,-1,1134,0.11764135,0.36784267,0.51451594,-0.39687458
126,translate,-1,1135,0.15848418,0.27826723,0.56324863,-0.40476447
126,polarity,-1,1136,0.88380736,0.09626223,0.019930415,0.86387694
126,vocab,-1,1137,0.1561244,0.22033201,0.6235436,-0.4674192
126,cat,-1,1138,0.22407489,0.3362428,0.43968233,-0.21560745
126,shuffle,-1,1139,0.325236,0.34599537,0.32876864,-0.003532648
126,unrelated,236,1140,0.9813193,0.01416277,0.0045178602,0.97680146
126,unrelated_token,236,1141,0.9811669,0.012981786,0.0058513493,0.9753156
127,orig,-1,1142,0.6947639,0.24633858,0.0588975,0.6358664
127,paraphrase,-1,1143,0.8613458,0.113121994,0.025532225,0.8358136
127,translate,-1,1144,0.862973,0.09016076,0.046866234,0.81610674
127,polarity,-1,1145,0.9734432,0.02153769,0.005019154,0.9684241
127,vocab,-1,1146,0.81077343,0.111835785,0.07739077,0.73338264
127,cat,-1,1147,0.77876616,0.15945685,0.061777,0.71698916
127,shuffle,-1,1148,0.9514274,0.029527059,0.019045494,0.9323819
127,unrelated,184,1149,0.96334946,0.025522409,0.011128159,0.9522213
127,unrelated_token,184,1150,0.9450765,0.040740512,0.0141830435,0.9308935
128,orig,-1,1151,0.9566936,0.029116226,0.014190116,0.94250345
128,paraphrase,-1,1152,0.9842047,0.008440528,0.007354773,0.9768499
128,translate,-1,1153,0.97409445,0.008997421,0.016908176,0.9571863
128,polarity,-1,1154,0.9923511,0.0039345776,0.0037142856,0.98863685
128,vocab,-1,1155,0.8519734,0.018013295,0.13001323,0.7219602
128,cat,-1,1156,0.9443116,0.038409613,0.017278787,0.9270328
128,shuffle,-1,1157,0.49796543,0.47354057,0.028493924,0.4694715
128,unrelated,148,1158,0.7206073,0.2656149,0.013777861,0.7068294
128,unrelated_token,148,1159,0.78635806,0.19921115,0.014430808,0.77192724
129,orig,-1,1160,0.19191392,0.8040521,0.0040339343,0.18787998
129,paraphrase,-1,1161,0.28382927,0.7128502,0.0033205508,0.28050873
129,translate,-1,1162,0.00846418,0.9903418,0.0011940454,0.0072701345
129,polarity,-1,1163,0.017234921,0.98087156,0.0018935277,0.015341394
129,vocab,-1,1164,0.022624677,0.92336595,0.054009415,-0.031384736
129,cat,-1,1165,0.4541376,0.5393017,0.006560689,0.4475769
129,shuffle,-1,1166,0.870792,0.10306603,0.026142014,0.84465
129,unrelated,208,1167,0.5952006,0.3647282,0.040071137,0.55512947
129,unrelated_token,208,1168,0.7124727,0.23150374,0.056023587,0.6564491
130,orig,-1,1169,0.8938504,0.07212845,0.034021195,0.8598292
130,paraphrase,-1,1170,0.95652866,0.03273061,0.010740837,0.94578785
130,translate,-1,1171,0.947265,0.04020177,0.012533233,0.9347318
130,polarity,-1,1172,0.99502474,0.0032866772,0.0016885351,0.9933362
130,vocab,-1,1173,0.82576555,0.1264499,0.04778451,0.77798104
